,category,date,section,tags,title,topics,url
1564,Mobile,2016-08-09,mobile/,"gift-card,starbucks",Lyft starts selling $20 physical gift cards at Starbucks,lyft,https://techcrunch.com/2016/08/09/lyft-to-start-selling-20-physical-gift-cards-at-starbucks/
1566,Apps,2016-08-09,mobile/,ups,Shyp’s business efforts ramp up with bulk shipments and new pricing,"shyp,amazon",https://techcrunch.com/2016/08/09/shyps-business-efforts-ramp-up-with-bulk-shipments-and-new-pricing/
1567,Apps,2016-08-09,mobile/,"equity-crowdfunding,tilt,venmo",Tilt dives into one-to-one payments,paypal,https://techcrunch.com/2016/08/09/tilt-dives-into-one-to-one-payments/
1569,Apps,2016-08-08,mobile/,apple-maps,The Apple Maps launch fiasco led to the iOS public beta program,apple,https://techcrunch.com/2016/08/08/the-apple-maps-launch-fiasco-led-to-the-ios-public-beta-program/
1606,Apps,2016-04-28,enterprise/,earnings,Amazon’s Web Services are shining in its latest earnings beat,"jeff-bezos,amazon",https://techcrunch.com/2016/04/28/amazon-is-spiking-after-posting-a-huge-earnings-beat/
1618,Apps,2016-06-13,social/,"imessage,messages,os-x",Apple launches iMessage Apps so third-party devs can join your convos,siri,https://techcrunch.com/2016/06/13/apple-launches-imessage-apps-so-third-party-devs-can-get-join-your-convos/
1619,Apps,2016-06-13,social/,ios-10,Apple iOS 10 “Memories” turns old photos into editable mini-movies,"wwdc,apple",https://techcrunch.com/2016/06/13/apple-memories/
1654,Apps,2016-08-30,startups/,"jessica-alba,planet-of-the-apps",Somebody at Apple thought the reality show ‘Planet of the Apps’ really needed Jessica Alba,apple,https://techcrunch.com/2016/08/30/somebody-at-apple-thought-the-reality-show-planet-of-the-apps-really-needed-jessica-alba/
1657,Apps,2016-08-30,startups/,"josh-elman,greylock-partners,techcrunch-disrupt-sf",Greylock’s Reid Hoffman and Josh Elman will join us at TechCrunch Disrupt SF,reid-hoffman,https://techcrunch.com/2016/08/30/greylocks-reid-hoffman-and-josh-elman-will-join-us-at-techcrunch-disrupt-sf/
1663,Apps,2016-08-29,startups/,david-drummond,Alphabet’s David Drummond leaves Uber’s board amid mounting competition,"alphabet,uber,apple",https://techcrunch.com/2016/08/29/alphabets-david-drummond-leaves-ubers-board-amid-mounting-competition/
1672,Mobile,2016-08-04,mobile/,"gwyneth-paltrow,app-store,planet-of-the-apps",Gwyneth Paltrow joins Apple’s reality TV show ‘Planet of the Apps’,apple,https://techcrunch.com/2016/08/04/gwyneth-paltrow-joins-apples-reality-tv-show-planet-of-the-apps/
1677,Apps,2016-08-03,mobile/,"quip,paper",Dropbox launches an iPhone and Android version of its document-editing app Paper,dropbox-inc,https://techcrunch.com/2016/08/03/dropbox-launches-an-iphone-and-android-version-of-its-document-editing-app-paper/
1682,Apps,2016-08-02,mobile/,"snapchat-stories,kevin-systrom","Instagram launches “Stories,” a Snapchatty feature for imperfect sharing","snapchat,instagram",https://techcrunch.com/2016/08/02/instagram-stories/
1723,Apps,2016-06-09,social/,"facebook-360-photos,samsung-gear-vr,oculus",Facebook unlocks tilt-viewing of your panoramas with “360 Photos”,facebook,https://techcrunch.com/2016/06/09/facebook-unlocks-tilt-viewing-of-your-panoramas-with-360-photos/
1726,Apps,2016-06-07,social/,"index-ventures,bold,david-byttow","Secret’s founder returns with Bold, a Medium for enterprise",secret,https://techcrunch.com/2016/06/07/bold/
1729,Apps,2016-06-07,social/,swarm,Swarm launches Perks so you can get real-world rewards,foursquare,https://techcrunch.com/2016/06/07/swarm-launches-perks-and-challenges-so-you-can-get-real-world-rewards/
1732,Apps,2016-06-06,social/,"esports,livestreaming,facebook-live",Facebook Live attacks Twitch with game streaming,facebook,https://techcrunch.com/2016/06/06/facetwitch/
1744,Apps,2016-06-14,europe/,"startup-company,jobandtalent,human-resource-management",Jobandtalent gets $42M Series B after pivoting to mobilize hiring for SMEs,uber,https://techcrunch.com/2016/06/14/jobandtalent-gets-42m-series-b-after-pivoting-to-mobilize-hiring-for-smes/
1762,Apps,2016-03-22,asia/,"music-streaming,streaming,music","Spotify restarts Asia expansion with Indonesia launch, eyes Japan and India",spotify,https://techcrunch.com/2016/03/22/spotify-restarts-asia-expansion-with-indonesia-launch-eyes-japan-and-india/
1777,Apps,2016-08-26,startups/,"copper-studios,streaming-video,video","Rheo, a personalized video app designed by ex-Apple product vets, scores $2.3 million",apple-tv,https://techcrunch.com/2016/08/26/rheo-a-personalized-video-app-designed-by-ex-apple-product-vets-scores-2-3-million/
1781,Apps,2016-08-25,startups/,security-breach,Dropbox is resetting passwords for accounts that haven’t changed them since mid-2012,dropbox-inc,https://techcrunch.com/2016/08/25/dropbox-is-resetting-passwords-for-accounts-that-havent-changed-them-since-mid-2012/
1791,Apps,2016-08-01,mobile/,"emoji,beta,ios-10",Apple drops a new iOS 10 beta with a hundred new emojis 😱🎉🙌,apple,https://techcrunch.com/2016/08/01/apple-drops-a-new-ios-10-beta-with-a-hundred-new-emoji/
1792,Apps,2016-08-01,mobile/,"apple-maps,ios-10",Apple Maps adds more transit and parking data ahead of iOS 10 redesign,"google-maps,apple",https://techcrunch.com/2016/08/01/apple-maps-adds-more-transit-and-parking-data-ahead-of-ios-10-redesign/
1794,Apps,2016-07-30,mobile/,"glow-pregnancy-app,glow",Serious privacy flaws discovered in Glow fertility tracker app,max-levchin,https://techcrunch.com/2016/07/30/serious-privacy-flaws-discovered-in-glow-fertility-tracker-app/
1798,Apps,2016-07-29,mobile/,"pok%c3%a9mon-go,smartphones,dashboard",PokeFit gives Pokemon Go a real-time fitness dashboard on Android,android,https://techcrunch.com/2016/07/29/pokefit/
1799,Apps,2016-07-28,mobile/,"google-maps-app,facebook-messenger",SurveyMonkey study finds social media apps ruled mobile in first half of 2016,"youtube,snapchat",https://techcrunch.com/2016/07/28/surveymonkey-study-finds-social-media-apps-ruled-mobile-in-first-half-of-2016/
1801,Apps,2016-07-28,mobile/,earnings,Alphabet’s huge Q2 shows its ads business may not be so challenged after all,"apple,alphabet,google",https://techcrunch.com/2016/07/28/alphabets-business-keeps-chugging-with-a-big-second-quarter/
1803,Apps,2016-07-28,mobile/,hololens,Zuck says augmented reality will flourish on phones before glasses,"facebook,mark-zuckerberg",https://techcrunch.com/2016/07/28/pokemon-not-magic-leap/
1826,Apps,2016-04-13,enterprise/,stewart-butterfield,Threaded messaging is coming to Slack,slack,https://techcrunch.com/2016/04/13/threaded-messaging-is-coming-to-slack/
1841,Mobile,2016-06-03,social/,"chat,messaging,facebook-messenger",Facebook is disabling messaging in its mobile web app to push people to Messenger,facebook,https://techcrunch.com/2016/06/03/facebook-is-disabling-messaging-in-its-mobile-web-app-to-push-people-to-messenger/
1842,Apps,2016-06-03,social/,"apps,feeds,algorithm",Instagram’s new algorithm that puts the best posts first goes live,instagram,https://techcrunch.com/2016/06/03/instagrams-new-algorithm-that-puts-the-best-posts-first-goes-live-for-all/
1844,Apps,2016-06-02,social/,"news,facebook-notify",Facebook kills off Notify news app,facebook,https://techcrunch.com/2016/06/02/nopify/
1846,Mobile,2016-06-02,social/,"hulk-hogan,nick-denton,gawker",Gawker CEO Nick Denton goes after thin-skinned Silicon Valley billionaires,peter-thiel,https://techcrunch.com/2016/06/02/gawker-ceo-nick-denton-goes-after-thin-skinned-silicon-valley-billionaires/
1849,Apps,2016-06-01,social/,"sheryl-sandberg,mike-schroepfer",Sheryl Sandberg: Peter Thiel will remain on the Facebook board,"mark-zuckerberg,facebook",https://techcrunch.com/2016/06/01/sheryl-sandberg-peter-thiel-will-remain-on-the-facebook-board/
1850,Apps,2016-06-01,social/,"science,wishbone,mike-jones","Wishbone, an app for comparing anything with photos, dives into video",snapchat,https://techcrunch.com/2016/06/01/wishbone-an-app-for-comparing-anything-with-photos-dives-into-video/
1854,Apps,2016-05-29,social/,facebook-live,What Facebook Live and Periscope need is a waiting room,"twitter,facebook",https://techcrunch.com/2016/05/29/livengers-assemble/
1858,Apps,2016-06-08,europe/,"healthcare,deepmind,nhs",NHS memo details Google/DeepMind’s five year plan to bring AI to healthcare,google,https://techcrunch.com/2016/06/08/nhs-memo-details-googledeepminds-five-year-plan-to-bring-ai-to-healthcare/
1887,Apps,2016-08-25,startups/,iphone,Apple may be building a Snapchat-like video app,"snapchat,apple",https://techcrunch.com/2016/08/25/apple-may-be-building-a-snapchat-like-video-app/
1893,Apps,2016-08-24,startups/,"prisma,mobile-software,ios",Prisma adds offline mode to its crazy popular art filter app,android,https://techcrunch.com/2016/08/24/prisma-adds-offline-mode-to-its-crazy-popular-art-filter-app/
1906,Apps,2016-07-28,mobile/,birthday,Facebook tightens iron grip on birthdays with recap videos,facebook,https://techcrunch.com/2016/07/28/facebook-birthday-videos/
1918,Apps,2016-07-25,mobile/,"sports,mlb-advanced-media",Twitter will livestream weekly games from MLB and the NHL,twitter,https://techcrunch.com/2016/07/25/twitter-mlb-nhl/
1946,Apps,2016-04-01,enterprise/,"tablet-computers,q,managed-by-q","Managed By Q, the digital office administrator, raises $25 million",ipad,https://techcrunch.com/2016/04/01/managed-by-q-the-digital-office-administrator-raises-25-million/
1947,Apps,2016-04-01,enterprise/,"comcast,comcast-ventures,ggv-capital","Slack is work chat’s runaway train, raises $200M at $3.8B",slack,https://techcrunch.com/2016/04/01/slack-raises-200m-at-3-8b-valuation-for-business-messaging/
1956,Apps,2016-05-26,social/,"hoteltonight,overnight",Airbnb + HotelTonight = new startup Overnight,airbnb,https://techcrunch.com/2016/05/26/overnight/
1967,Apps,2016-05-23,social/,"pinterest,facebook-artificial-intelligence","Facebook ditches Bing, 800M users now see its own AI text translations",facebook,https://techcrunch.com/2016/05/23/facebook-translation/
2005,Apps,2016-08-22,startups/,"building-management-systems,iot,proxy","Proxy raises $1.6 million to kill the card key, and make the internet of things more accessible",internet-of-things,https://techcrunch.com/2016/08/22/proxy-raises-1-6-million-to-kill-the-card-key-and-make-the-internet-of-things-more-accessible/
2008,Apps,2016-08-22,startups/,"healthkit,gliimpse","Apple acquired Gliimpse, a personal health data startup",apple,https://techcrunch.com/2016/08/22/apple-acquired-gliimpse-a-personal-health-data-startup/
